review,aspect,key_aspect,count,product
the hitachi is a great router for a great price but only get it if you need the maximum power variable speed and use it in a table,maximum power,enough power,4,Hitachi router
it has enough power to hog out all the material in one pass but i usually take multiple to prevent blowout and a smoother finish,enough power,enough power,4,Hitachi router
the power is incredible it cut through mdf and plywood like butter,incredible power,enough power,4,Hitachi router
but i wanted to do some raised panel work and needed more power and variable speed to run the largediameter bits,more power,enough power,4,Hitachi router
i use it in the table never take the springs out just attach the fine adjustment knob in my woodrat and freehand and it works great in all circumstances,fine adjustment,fine adjustment,3,Hitachi router
the major reasons i did not give it a five are one i did not think the fine adjustment worked well,fine adjustment,fine adjustment,3,Hitachi router
i added a crank for those times when i need to make fine adjustments but i seldom use it,fine adjustments,fine adjustment,3,Hitachi router
combine this with the excellent price we got in the gold box and i am really happy,excellent price,excellent price,3,Hitachi router
the price is incredible with the bonus pack and hitachis 25 incentive you need the code go to toolseeker com and it tells you,incredible price,excellent price,3,Hitachi router
the hitachi is a great router for a great price but only get it if you need the maximum power variable speed and use it in a table,great price,excellent price,3,Hitachi router
smooth plunging mechanism,smooth mechanism,smooth mechanism,2,Hitachi router
1 your hitachi might come to you with a stiff spring mechanism,stiff mechanism,smooth mechanism,2,Hitachi router
the only problem i find with it is that the plunge mechanism will eventually stick due to wood dust,only problem,only problem,2,Hitachi router
the only other problem with this router that i have encountered is the plunge action will start to stick then it needs to be cleaned and lubricated,only problem,only problem,2,Hitachi router
the only notsopositive comment i have is about the depth adjustment it is not easy to microadjust accurately,notsopositive comment,notsopositive comment,2,Hitachi router
the only notsopositive comment i have is about the depth adjustment it is not easy to microadjust accurately,only comment,notsopositive comment,2,Hitachi router
the soft start is nice,nice start,nice start,2,Hitachi router
nice things about the m12v in a table the powerful 3 14 hp motor is great soft start helps a lot to control the beast when you turn the router on continuously variable speed control amazons price,great start,nice start,2,Hitachi router
the edge guide is top quality easy to install and accurate,easy quality,easy quality,2,Hitachi router
the edge guide is top quality easy to install and accurate,top quality,easy quality,2,Hitachi router
the guide fence for freehand routing is well made and solid,made guide fence,easy fence guide,2,Hitachi router
the included fence guide is easy to set up and quite accurate as well,easy fence guide,easy fence guide,2,Hitachi router
the fine adustment knob which came with the router was very difficult to use on a router table,difficult adustment knob,easy control knob,2,Hitachi router
the router has plenty of power for any type of bit or wood i need to cut and the speed control knob is easy to get to,easy control knob,easy control knob,2,Hitachi router
overall this tool is very well worth the price and i have no regrets about my purchase,worth tool,worth tool,1,Hitachi router
this was possible due to the variable speed settings for any sized bit,variable settings,variable settings,1,Hitachi router
nice things about the m12v in a table the powerful 3 14 hp motor is great soft start helps a lot to control the beast when you turn the router on continuously variable speed control amazons price,variable price,variable price,1,Hitachi router
the soft start is a tremendous help for this type of operation,tremendous help,tremendous help,1,Hitachi router
the total price with delivery free shipping was 135,total price,total price,1,Hitachi router
i no longer use it as a plunge router only as a stationary or table mounted router,stationary router,stationary router,1,Hitachi router
